user_id,total_orders,avg_days_between_orders,favorite_dow,favorite_hour
107,16,16.133333333333333,0,15
108,8,19.857142857142858,0,13
109,7,20.166666666666668,1,5
110,21,15.75,0,10
111,8,17.714285714285715,5,8
112,27,7.923076923076923,1,15
113,6,16.2,5,17
114,5,6.75,0,10
115,13,16.333333333333332,0,14
116,7,12.5,0,17
117,12,19.454545454545453,3,14
118,28,13.296296296296296,1,9
119,4,18.333333333333332,0,14
120,4,21.333333333333332,2,7
121,11,20.5,1,16
122,30,8.689655172413794,5,20
123,11,20.4,0,20
124,9,15.875,1,8
125,14,11.76923076923077,6,9
126,11,24.1,0,10
127,18,13.058823529411764,0,19
128,12,16.363636363636363,0,18
129,12,9.545454545454545,1,18
130,4,24.0,5,12
131,10,19.333333333333332,3,8
132,25,3.4166666666666665,2,8
133,21,6.65,4,12
134,7,22.166666666666668,6,12
135,5,13.25,0,8
136,5,15.75,1,15
137,7,22.166666666666668,6,14
138,33,11.125,0,12
139,5,12.5,2,17
140,77,4.802631578947368,3,10
141,5,7.75,0,14
142,46,7.155555555555556,1,19
143,15,8.0,5,20
144,8,7.285714285714286,0,13
145,9,7.0,2,17
146,41,9.075,0,10
147,14,17.0,0,16
148,8,9.857142857142858,5,13
149,16,16.933333333333334,6,10
150,32,10.483870967741936,4,16
151,12,6.636363636363637,2,15
152,66,5.569230769230769,5,12
153,20,11.052631578947368,0,16
154,36,9.542857142857143,1,9
155,23,15.318181818181818,1,0
156,4,9.333333333333334,0,9
157,5,5.0,0,14
158,6,17.4,0,10
159,5,24.0,4,16
160,13,14.5,1,3
161,21,16.65,0,22
162,15,5.5,5,18
163,12,9.090909090909092,1,8
164,11,17.3,6,8
165,8,22.285714285714285,0,11
166,7,22.833333333333332,3,9
167,6,17.4,6,15
168,23,8.681818181818182,2,14
169,7,19.833333333333332,4,12
170,4,30.0,1,9
171,7,10.333333333333334,0,14
172,7,12.166666666666666,1,9
173,45,6.045454545454546,4,10
174,28,11.185185185185185,0,14
175,24,5.260869565217392,3,8
176,7,23.0,1,16
177,15,6.571428571428571,0,13
178,6,13.8,1,8
179,6,19.0,1,18
180,7,25.166666666666668,6,10
181,11,21.2,1,14
182,27,12.5,6,17
183,5,15.25,0,14
184,12,23.545454545454547,0,16
185,7,29.166666666666668,2,11
186,8,12.714285714285714,6,12
187,33,6.875,1,12
188,6,7.0,0,6
189,12,14.818181818181818,1,18
190,18,14.647058823529411,0,15
191,5,4.75,3,15
192,6,29.8,1,10
193,6,18.4,1,10
194,10,16.0,4,18
195,59,5.482758620689655,5,9
196,4,22.0,1,8
197,21,3.6,6,15
198,6,14.8,1,13
199,4,15.666666666666666,6,13
200,10,22.0,2,13
201,8,9.857142857142858,2,12
202,14,19.307692307692307,0,14
203,4,20.0,5,16
204,59,6.293103448275862,0,10
205,13,14.333333333333334,2,17
206,29,12.392857142857142,5,13
207,4,24.666666666666668,5,7
208,19,9.666666666666666,1,11
209,20,12.68421052631579,1,14
210,100,3.3333333333333335,0,17
211,5,7.25,0,10
212,13,14.833333333333334,0,0
213,6,17.0,1,9
214,28,11.666666666666666,1,20
215,6,26.2,3,10
216,18,14.705882352941176,5,15
217,12,18.727272727272727,6,11
218,7,14.333333333333334,3,13
219,34,10.272727272727273,3,15
220,17,18.1875,0,16
221,24,11.608695652173912,1,16
222,71,5.214285714285714,2,7
223,50,7.428571428571429,1,8
224,4,17.666666666666668,1,10
225,12,15.454545454545455,2,10
226,22,14.19047619047619,2,8
227,32,8.741935483870968,1,14
228,5,8.0,1,10
229,18,13.764705882352942,5,8
230,11,21.3,4,11
231,4,15.666666666666666,1,0
232,37,7.833333333333333,5,9
233,26,8.4,5,11
234,43,8.69047619047619,0,21
235,22,11.380952380952381,0,11
236,46,5.933333333333334,0,15
237,9,8.625,0,8
238,7,14.833333333333334,0,19
239,6,19.4,1,2
240,6,23.0,1,8
241,15,11.928571428571429,0,10
242,17,12.375,4,11
243,28,12.25925925925926,1,16
244,8,15.142857142857142,5,13
245,6,28.0,0,10
246,6,13.6,1,11
247,6,21.8,5,16
248,59,6.172413793103448,0,15
249,10,7.111111111111111,3,15
250,12,18.454545454545453,2,14
251,11,15.5,5,12
252,5,26.0,6,15
253,4,12.0,1,18
254,12,4.454545454545454,6,16
255,5,19.25,0,2
256,19,18.11111111111111,0,17
257,21,4.5,6,18
258,25,8.708333333333334,0,17
259,4,13.0,6,10
260,18,10.588235294117647,3,9
261,9,3.75,0,17
262,46,7.288888888888889,1,17
263,4,8.666666666666666,0,2
264,30,11.482758620689655,1,9
265,8,17.571428571428573,2,16
266,6,13.4,5,8
267,10,23.666666666666668,0,11
268,10,22.11111111111111,4,8
269,4,30.0,2,10
270,23,12.227272727272727,4,9
271,16,19.0,1,13
272,10,15.11111111111111,2,15
273,20,14.421052631578947,0,15
274,15,18.714285714285715,5,18
275,15,11.071428571428571,0,11
276,10,15.11111111111111,6,17
277,4,12.666666666666666,1,11
278,69,2.838235294117647,1,12
279,15,19.0,3,11
280,42,8.609756097560975,0,20
281,31,9.733333333333333,0,11
282,4,18.0,3,12
283,6,20.6,1,8
284,17,18.5,1,11
285,5,21.75,1,18
286,4,12.666666666666666,1,7
287,15,5.928571428571429,3,9
288,4,26.666666666666668,0,14
289,50,7.020408163265306,6,8
290,52,7.137254901960785,6,11
291,5,12.75,2,14
292,9,20.375,1,15
293,9,20.625,1,20
294,16,12.8,0,17
295,24,5.391304347826087,1,14
296,7,6.333333333333333,3,14
297,12,23.727272727272727,0,17
298,4,18.333333333333332,1,14
299,10,19.0,0,13
300,39,6.157894736842105,1,10
301,19,13.444444444444445,2,11
302,11,12.7,1,12
303,9,14.375,0,0
304,43,8.071428571428571,3,18
305,5,30.0,1,13
306,25,14.208333333333334,0,11
307,35,10.617647058823529,1,10
308,4,11.666666666666666,1,13
309,26,1.0,3,8
310,100,3.3333333333333335,4,9
311,16,8.8,1,15
312,5,19.25,2,8
313,100,1.7272727272727273,2,9
314,6,25.8,4,11
315,5,14.75,0,23
316,22,11.095238095238095,3,12
317,5,14.75,0,14
318,8,15.571428571428571,5,14
319,9,3.875,5,11
320,6,15.0,0,21
321,34,11.030303030303031,5,18
322,15,17.928571428571427,0,10
323,72,2.4507042253521125,2,13
324,12,18.363636363636363,0,17
325,8,17.285714285714285,1,9
326,6,14.4,1,8
327,64,5.507936507936508,5,13
328,13,15.583333333333334,0,10
329,9,18.375,0,9
330,8,25.142857142857142,4,10
331,9,25.375,1,16
332,13,8.916666666666666,0,21
333,9,19.5,5,6
334,64,5.666666666666667,6,20
335,7,17.0,6,11
336,12,4.363636363636363,6,14
337,13,21.333333333333332,1,22
338,6,26.2,1,12
339,4,13.666666666666666,0,14
340,6,10.0,6,10
341,12,17.454545454545453,1,11
342,17,17.4375,2,7
343,5,25.0,5,15
344,10,16.0,4,8
345,4,26.333333333333332,1,13
346,7,24.333333333333332,2,19
347,4,9.666666666666666,2,14
348,29,10.857142857142858,3,13
349,8,14.285714285714286,1,8
350,15,8.0,6,13
351,15,13.285714285714286,0,15
352,11,22.8,0,15
353,12,14.909090909090908,2,11
354,6,25.2,4,13
355,14,16.0,2,11
356,4,16.0,0,10
357,9,13.0,0,9
358,8,24.714285714285715,6,9
359,16,17.733333333333334,2,16
360,4,3.6666666666666665,2,8
361,7,15.666666666666666,1,10
362,12,10.818181818181818,2,17
363,13,9.916666666666666,4,17
364,19,14.277777777777779,1,12
365,16,9.866666666666667,6,12
366,4,12.666666666666666,1,10
367,5,23.25,2,11
368,5,21.5,4,12
369,17,15.5,3,21
370,28,9.703703703703704,6,13
371,4,18.333333333333332,2,11
372,13,21.25,0,14
373,59,6.137931034482759,1,13
374,17,19.5,2,11
375,8,20.142857142857142,1,19
376,9,20.375,0,12
377,4,21.0,3,17
378,9,23.875,2,12
379,20,10.578947368421053,5,12
380,13,14.25,0,12
381,17,13.9375,0,11
382,30,10.413793103448276,1,14
383,10,19.88888888888889,1,7
384,10,19.555555555555557,1,13
385,5,28.75,4,11
386,5,20.5,4,9
387,9,11.5,2,10
388,11,23.9,6,1
389,13,12.5,0,15
390,23,13.772727272727273,0,19
391,24,7.6521739130434785,0,16
392,7,16.666666666666668,4,13
393,11,19.2,1,9
394,6,27.0,1,8
395,4,20.666666666666668,0,13
396,19,15.166666666666666,0,17
397,4,4.666666666666667,4,12
398,54,6.830188679245283,6,13
399,4,12.666666666666666,1,14
400,6,27.0,1,1
401,5,14.5,0,9
402,5,13.5,0,9
403,33,11.0625,0,17
404,7,13.5,2,11
405,6,22.4,3,17
406,5,17.0,1,8
407,5,16.75,0,12
408,5,28.0,0,21
409,87,4.22093023255814,1,9
410,29,6.142857142857143,0,16
411,12,19.818181818181817,0,18
412,5,21.25,4,17
413,21,8.0,1,9
414,4,26.666666666666668,5,10
415,7,16.666666666666668,4,5
416,4,27.666666666666668,1,5
417,10,20.22222222222222,4,18
418,9,22.25,1,18
419,25,10.166666666666666,1,12
420,23,11.136363636363637,5,14
421,4,21.333333333333332,0,8
422,28,9.296296296296296,0,16
423,43,8.69047619047619,2,10
424,5,18.5,1,14
425,8,14.714285714285714,5,14
426,14,16.076923076923077,1,9
427,9,21.0,1,11
428,4,30.0,4,10
429,30,11.931034482758621,0,15
430,9,10.375,2,17
431,10,8.555555555555555,5,8
432,53,6.480769230769231,0,18
433,6,19.2,2,18
434,5,11.25,6,14
435,14,14.461538461538462,1,20
436,17,9.625,4,10
437,20,16.526315789473685,3,11
438,12,8.727272727272727,3,15
439,10,19.333333333333332,2,16
440,19,8.555555555555555,0,12
441,15,21.5,6,7
442,13,18.5,0,14
443,11,14.5,4,20
444,43,5.619047619047619,5,16
445,5,21.75,1,10
446,9,24.0,1,10
447,6,18.2,5,7
448,34,10.181818181818182,0,10
449,22,10.142857142857142,0,17
450,18,16.764705882352942,1,14
451,33,9.28125,2,9
452,25,5.75,1,10
453,14,18.307692307692307,0,9
454,55,6.407407407407407,4,14
455,8,3.5714285714285716,4,10
456,7,18.166666666666668,2,10
457,5,18.5,0,12
458,15,14.928571428571429,1,10
459,24,11.869565217391305,6,9
460,4,27.666666666666668,0,14
461,5,29.5,1,15
462,60,5.711864406779661,2,13
463,8,19.0,1,17
464,50,7.428571428571429,0,12
465,41,8.25,0,17
466,32,11.483870967741936,5,17
467,6,10.6,1,5
468,7,27.166666666666668,0,14
469,9,23.25,2,13
470,17,7.5625,5,13
471,7,10.833333333333334,0,14
472,5,26.0,3,9
473,12,7.7272727272727275,0,9
474,30,7.793103448275862,0,18
475,29,9.464285714285714,2,8
476,17,16.0625,4,10
477,5,12.25,2,18
478,9,19.0,6,20
479,24,13.956521739130435,3,17
480,13,4.083333333333333,0,21
481,36,10.0,1,19
482,10,16.22222222222222,2,15
483,10,15.0,1,9
484,11,23.9,4,10
485,13,12.083333333333334,1,8
486,13,20.25,0,16
487,34,9.848484848484848,6,18
488,7,24.166666666666668,0,18
489,8,17.142857142857142,1,12
490,4,19.666666666666668,0,2
491,4,27.333333333333332,2,10
492,6,9.8,6,20
493,8,11.571428571428571,5,10
494,4,19.0,0,10
495,25,13.416666666666666,0,20
496,83,3.4146341463414633,3,12
497,10,11.88888888888889,1,13
498,13,20.5,5,19
499,7,5.0,5,13
500,4,15.666666666666666,0,10
501,7,24.833333333333332,2,9
502,8,17.571428571428573,0,11
503,37,10.0,0,16
504,5,25.0,1,8
505,4,20.666666666666668,5,16
506,5,25.5,6,22
507,8,9.142857142857142,1,10
508,20,11.631578947368421,4,15
509,12,20.181818181818183,1,13
510,10,5.666666666666667,0,20
511,6,22.6,0,18
512,5,20.25,0,0
513,4,12.666666666666666,2,11
514,6,9.8,1,21
515,20,12.421052631578947,0,19
516,94,3.924731182795699,6,14
517,5,9.0,6,12
518,6,24.4,1,9
519,11,15.6,5,7
520,30,11.206896551724139,0,16
521,7,23.166666666666668,1,16
522,11,23.1,4,9
523,13,20.25,1,11
524,6,26.4,3,7
525,37,10.0,3,7
526,5,17.25,1,11
527,4,29.333333333333332,1,11
528,35,10.411764705882353,0,11
529,51,6.38,1,16
530,4,7.0,0,8
531,30,11.793103448275861,1,9
532,5,23.5,0,8
533,5,21.25,2,15
534,8,17.142857142857142,0,10
535,29,8.714285714285714,1,11
536,4,25.333333333333332,5,10
537,6,13.8,3,10
538,27,13.115384615384615,1,15
539,18,17.764705882352942,0,13
540,6,14.0,1,3
541,6,22.4,6,14
542,4,14.666666666666666,0,16
543,12,13.545454545454545,0,13
544,5,15.75,3,10
545,5,12.0,4,8
546,7,26.166666666666668,2,16
547,11,5.8,6,12
548,8,19.0,1,15
549,11,16.9,3,17
550,5,13.5,0,7
551,11,20.8,3,14
552,13,13.0,6,12
553,10,20.77777777777778,0,10
554,7,25.666666666666668,0,12
555,12,18.545454545454547,1,8
556,4,3.0,6,7
557,6,25.4,0,14
558,28,7.185185185185185,1,16
559,23,12.454545454545455,5,12
560,35,7.735294117647059,1,10
561,5,20.75,0,7
562,52,4.568627450980392,2,9
563,6,11.6,2,13
564,10,23.77777777777778,5,13
565,6,17.2,6,11
566,14,19.846153846153847,6,9
567,22,15.047619047619047,1,12
568,11,15.0,1,16
569,4,30.0,2,7
570,7,17.333333333333332,6,12
571,7,19.5,0,14
572,4,8.0,0,11
573,16,13.733333333333333,1,10
574,12,15.181818181818182,0,16
575,5,22.0,0,21
576,7,26.833333333333332,0,12
577,6,13.8,2,23
578,4,17.666666666666668,4,7
579,4,28.333333333333332,0,8
580,22,15.333333333333334,6,8
581,4,30.0,2,11
582,22,15.142857142857142,1,15
583,35,9.823529411764707,5,20
584,9,12.125,0,8
585,12,19.272727272727273,0,11
586,5,20.5,0,1
587,13,12.583333333333334,6,13
588,19,12.555555555555555,0,15
589,5,14.75,0,16
590,5,12.5,0,9
591,8,3.4285714285714284,3,9
592,5,21.25,3,7
593,18,16.352941176470587,0,12
594,6,28.2,2,15
595,8,24.428571428571427,1,16
596,65,5.625,0,14
597,8,23.0,3,20
598,8,11.0,4,7
599,33,5.40625,5,18
600,8,8.857142857142858,0,16
601,10,15.666666666666666,1,14
602,8,8.0,2,19
603,6,21.8,2,9
604,28,12.518518518518519,1,9
605,6,19.0,6,9
606,31,9.766666666666667,0,14
607,11,16.6,1,17
608,14,18.615384615384617,1,12
609,19,18.22222222222222,0,10
610,4,11.333333333333334,0,14
611,17,13.8125,5,10
612,40,8.76923076923077,0,10
613,13,7.916666666666667,1,7
614,4,26.666666666666668,1,14
615,5,25.5,4,12
616,29,10.964285714285714,6,10
617,11,7.1,0,19
618,28,10.814814814814815,6,11
619,5,23.0,5,9
620,6,29.6,4,18
621,5,22.5,0,15
622,6,24.2,0,14
623,12,19.363636363636363,4,9
624,7,22.333333333333332,0,13
625,4,17.666666666666668,2,8
626,95,2.74468085106383,4,12
627,4,30.0,0,8
628,4,26.333333333333332,0,12
629,8,23.142857142857142,6,10
630,42,8.463414634146341,5,14
631,8,19.0,3,15
632,6,16.0,3,11
633,5,23.25,1,19
634,12,13.363636363636363,2,9
635,24,14.782608695652174,5,12
636,22,12.952380952380953,2,10
637,18,13.588235294117647,6,8
638,21,14.2,3,11
639,4,13.0,1,18
640,4,10.333333333333334,0,10
641,30,8.206896551724139,0,18
642,7,20.5,5,10
643,10,19.22222222222222,0,9
644,4,6.333333333333333,1,12
645,40,6.717948717948718,4,13
646,57,6.482142857142857,4,8
647,10,13.0,0,14
648,5,24.0,3,19
649,46,8.066666666666666,0,16
650,10,16.0,0,9
651,15,6.071428571428571,1,17
652,96,3.610526315789474,4,15
653,26,12.04,6,17
654,9,8.5,0,12
655,79,4.67948717948718,0,19
656,4,23.0,2,1
657,31,9.333333333333334,5,17
658,33,11.15625,1,12
659,4,21.0,1,10
660,10,21.444444444444443,0,15
661,10,13.11111111111111,1,14
662,13,13.916666666666666,2,10
663,5,17.25,3,10
664,8,23.714285714285715,0,16
665,22,13.095238095238095,0,9
666,4,30.0,4,11
667,76,4.493333333333333,2,12
668,15,18.0,0,11
669,29,8.107142857142858,0,9
670,6,19.6,5,9
671,9,25.125,0,19
672,19,14.38888888888889,3,13
673,7,18.666666666666668,3,15
674,5,7.5,1,8
675,11,22.0,1,19
676,12,21.818181818181817,0,12
677,6,20.6,0,10
678,22,11.571428571428571,0,21
679,9,21.0,1,16
680,7,19.5,0,19
681,6,10.8,0,11
682,20,12.736842105263158,3,14
683,7,20.0,3,8
684,27,7.1923076923076925,1,10
685,5,20.5,2,9
686,4,18.0,0,14
687,20,13.210526315789474,6,9
688,64,4.238095238095238,1,10
689,4,30.0,1,15
690,100,3.393939393939394,4,16
691,23,13.772727272727273,5,12
692,12,19.818181818181817,0,9
693,6,13.4,0,8
694,9,22.625,6,12
695,4,4.333333333333333,5,16
696,39,9.210526315789474,1,10
697,6,17.2,2,9
698,6,28.6,0,16
699,37,9.86111111111111,1,15
700,9,2.25,3,10
701,8,25.714285714285715,1,11
702,27,11.73076923076923,2,11
703,10,7.222222222222222,1,12
704,7,15.5,0,10
705,7,17.833333333333332,4,11
706,11,17.9,2,14
707,13,19.416666666666668,0,16
708,15,20.785714285714285,2,11
709,6,6.8,0,21
710,17,15.875,0,10
711,6,12.8,5,6
712,5,30.0,0,9
713,16,12.8,3,16
714,16,17.133333333333333,2,11
715,14,15.615384615384615,2,11
716,5,11.75,5,15
717,8,9.428571428571429,5,11
718,4,29.333333333333332,6,7
719,73,5.027777777777778,0,16
720,24,14.608695652173912,1,10
721,19,10.5,0,13
722,9,16.375,0,16
723,14,19.384615384615383,5,11
724,4,22.333333333333332,0,17
725,10,13.11111111111111,6,11
726,8,19.142857142857142,0,11
727,22,16.61904761904762,1,9
728,19,17.38888888888889,1,7
729,60,6.169491525423729,1,10
730,12,18.727272727272727,4,11
731,10,14.88888888888889,0,12
732,42,8.902439024390244,0,10
733,5,19.5,1,12
734,8,14.714285714285714,2,10
735,10,7.777777777777778,6,14
736,4,24.0,2,12
737,16,11.333333333333334,6,12
738,8,25.428571428571427,0,17
739,4,30.0,0,14
740,6,8.2,0,6
741,30,7.827586206896552,0,12
742,14,18.076923076923077,0,12
743,6,16.0,0,16
744,6,22.0,4,13
745,10,8.11111111111111,3,16
746,9,16.0,0,19
747,8,21.142857142857142,2,8
748,4,14.666666666666666,0,17
749,10,11.777777777777779,6,13
750,4,22.0,0,11
751,7,29.666666666666668,1,6
752,12,17.181818181818183,0,15
753,4,30.0,6,6
754,14,20.53846153846154,5,8
755,13,10.416666666666666,1,8
756,22,8.952380952380953,0,11
757,6,15.2,0,14
758,34,9.848484848484848,0,17
759,4,25.333333333333332,1,16
760,5,11.0,1,9
761,9,18.875,0,10
762,47,7.521739130434782,1,16
763,4,21.333333333333332,1,15
764,4,9.0,2,10
765,6,21.4,1,21
766,16,5.333333333333333,4,5
767,32,7.67741935483871,1,19
768,34,7.151515151515151,1,9
769,13,17.666666666666668,0,18
770,5,23.0,1,10
771,4,23.0,1,8
772,11,4.6,3,10
773,10,18.666666666666668,6,9
774,11,10.8,1,8
775,9,21.75,0,17
776,4,22.666666666666668,5,13
777,27,13.192307692307692,1,9
778,43,4.238095238095238,6,17
779,7,24.833333333333332,2,10
780,19,6.055555555555555,0,13
781,8,19.857142857142858,3,9
782,5,28.0,0,9
783,4,25.0,0,9
784,8,18.285714285714285,4,10
785,11,22.7,0,13
786,100,3.1818181818181817,3,21
787,41,7.65,0,15
788,4,27.666666666666668,0,10
789,12,24.727272727272727,3,10
790,5,11.75,0,22
791,15,3.9285714285714284,2,11
792,9,8.75,6,10
793,6,20.2,2,10
794,6,25.6,1,15
795,13,18.333333333333332,0,13
796,8,16.428571428571427,3,15
797,19,17.555555555555557,0,14
798,13,12.5,5,11
799,16,7.0,6,14
800,22,12.19047619047619,3,17
801,6,15.2,1,11
802,7,5.5,0,7
803,8,20.571428571428573,0,14
804,16,17.6,3,9
805,5,30.0,0,15
806,14,15.076923076923077,6,11
807,22,9.619047619047619,1,17
808,4,20.333333333333332,5,11
809,22,6.857142857142857,6,18
810,4,19.333333333333332,0,16
811,8,20.428571428571427,5,20
812,48,7.319148936170213,6,12
813,6,27.0,4,7
814,4,18.666666666666668,4,9
815,4,9.0,1,11
816,5,22.0,4,14
817,16,20.733333333333334,0,20
818,70,5.188405797101449,2,15
819,5,13.25,0,8
820,5,17.75,1,10
821,4,14.333333333333334,0,13
822,4,22.333333333333332,1,16
823,7,19.333333333333332,3,3
824,22,14.666666666666666,0,11
825,10,21.22222222222222,0,14
826,4,17.0,1,9
827,8,21.285714285714285,3,12
828,7,20.5,1,9
829,4,12.333333333333334,1,8
830,7,23.0,0,12
831,20,15.68421052631579,5,13
832,6,27.6,1,10
833,12,21.181818181818183,1,12
834,22,11.904761904761905,1,8
835,5,23.25,0,11
836,14,17.46153846153846,0,22
837,5,7.0,0,14
838,24,12.130434782608695,3,9
839,27,11.192307692307692,1,14
840,10,19.666666666666668,1,8
841,16,19.0,0,11
842,13,11.25,1,15
843,5,27.0,0,10
844,19,15.38888888888889,1,9
845,23,6.681818181818182,0,16
846,5,14.75,0,17
847,38,9.72972972972973,0,11
848,44,5.813953488372093,0,15
849,30,6.379310344827586,5,17
850,8,9.857142857142858,5,10
851,7,9.166666666666666,6,8
852,38,9.837837837837839,1,18
853,19,8.944444444444445,0,16
854,84,3.6265060240963853,4,14
855,16,18.133333333333333,6,10
856,5,16.5,5,10
857,47,7.586956521739131,5,16
858,31,9.933333333333334,2,12
859,8,7.714285714285714,5,18
860,20,13.947368421052632,1,10
861,4,24.0,0,21
862,8,11.714285714285714,0,13
863,11,20.7,1,15
864,30,10.068965517241379,1,15
865,4,20.333333333333332,4,10
866,23,16.045454545454547,1,18
867,6,26.8,0,2
868,86,4.294117647058823,6,14
869,5,16.25,0,11
870,45,8.295454545454545,0,12
871,8,28.428571428571427,0,20
872,5,25.0,0,22
873,9,8.375,0,7
874,14,8.076923076923077,0,16
875,5,8.75,1,12
876,5,14.75,5,11
877,13,24.416666666666668,0,17
878,7,6.666666666666667,5,14
879,57,6.357142857142857,3,11
880,50,3.2653061224489797,2,17
881,18,15.0,1,16
882,5,12.5,4,13
883,13,17.583333333333332,1,12
884,4,26.333333333333332,0,11
885,22,13.523809523809524,5,17
886,23,12.954545454545455,5,13
887,9,17.375,1,7
888,16,4.2,0,14
889,6,25.0,5,9
890,21,12.8,6,18
891,16,19.4,0,11
892,13,6.916666666666667,6,14
893,29,9.428571428571429,6,20
894,67,5.424242424242424,0,12
895,6,20.0,6,11
896,27,11.307692307692308,0,9
897,5,19.5,6,10
898,53,6.403846153846154,1,10
899,11,2.6,5,14
900,8,12.0,3,10
901,5,20.25,2,18
902,4,17.333333333333332,2,15
903,8,16.714285714285715,6,9
904,9,24.625,3,12
905,5,14.0,0,18
906,5,26.0,0,8
907,24,9.91304347826087,0,8
908,6,22.4,2,7
909,4,14.0,1,10
910,13,7.75,3,17
911,40,8.974358974358974,1,15
912,8,6.428571428571429,1,14
913,28,13.333333333333334,4,8
914,34,8.151515151515152,1,8
915,10,19.11111111111111,0,17
916,7,23.0,1,11
917,26,7.04,2,20
918,5,17.75,0,2
919,11,17.5,6,11
920,5,11.75,4,10
921,13,21.416666666666668,5,9
922,4,26.333333333333332,5,9
923,13,13.333333333333334,5,15
924,15,21.714285714285715,2,18
925,4,10.666666666666666,4,7
926,8,11.857142857142858,3,7
927,5,4.25,3,7
928,9,15.75,0,19
929,4,7.666666666666667,3,17
930,5,20.25,1,18
931,4,26.333333333333332,0,11
932,32,10.387096774193548,0,20
933,33,10.84375,0,15
934,6,24.0,4,10
935,19,15.222222222222221,0,7
936,7,27.666666666666668,5,10
937,11,14.6,6,15
938,15,21.857142857142858,2,20
939,7,22.666666666666668,0,13
940,8,17.714285714285715,0,11
941,10,6.888888888888889,2,21
942,10,6.0,0,15
943,4,18.666666666666668,0,8
944,4,11.666666666666666,4,13
945,10,19.666666666666668,6,12
946,19,18.944444444444443,2,21
947,40,9.102564102564102,6,11
948,10,19.0,2,18
949,9,17.625,2,18
950,16,17.533333333333335,2,9
951,4,25.0,4,12
952,4,21.333333333333332,6,9
953,10,15.88888888888889,1,11
954,12,18.454545454545453,6,13
955,6,9.0,0,16
956,12,19.363636363636363,0,12
957,33,5.6875,3,10
958,38,9.08108108108108,0,15
959,10,24.444444444444443,2,18
960,20,7.473684210526316,1,10
961,50,7.36734693877551,6,10
962,28,13.074074074074074,3,17
963,49,4.583333333333333,5,11
964,100,2.272727272727273,0,18
965,6,18.8,4,13
966,16,11.733333333333333,6,9
967,5,30.0,6,10
968,59,6.275862068965517,2,14
969,12,14.181818181818182,0,15
970,7,13.166666666666666,0,0
971,25,14.625,5,6
972,23,9.5,5,10
973,26,12.28,0,16
974,7,28.333333333333332,6,8
